step,inacc_rate,loss_rate,hallucination_rate,miscalibration_rate,total_regret
10,0.9938409023449095,4.252111837623558,0.9995185185185185,0.7178442011139972,8.819134676234208
20,0.9890175126150192,4.0897238425840285,0.9823888888888889,0.7396775861468554,6.776006856465447
30,0.9905016325319086,3.9372996294738956,0.7660740740740741,0.5006859663341203,4.72632524007764
40,0.9874591867022855,3.7483884577418567,0.6327592592592592,0.4770147190990708,3.170191730859341
50,0.9873107747105966,3.571795764300444,0.510537037037037,0.2900583801869964,1.790742244389721
60,0.9844909468685069,3.442784953165768,0.4238148148148148,0.17995426115455684,1.2201575001328102
70,0.980335411101217,3.3456026695693777,0.39146296296296296,0.11267424447094773,0.849678232001256
80,0.9757346393588603,3.2409184968824323,0.3537592592592593,0.1143571868605451,0.6976442041739167
90,0.9737310774710598,3.147512294486486,0.30696296296296294,0.07398823247149533,0.48540504100881543
100,0.9686850697536361,3.067915139146661,0.2932037037037037,0.07803958684706093,0.4235642476953654
110,0.9646779459780349,2.983094547286921,0.29548148148148146,0.06742083548263561,0.3560053744059228
120,0.9611160581775006,2.906231457631264,0.26961111111111113,0.0839676062595807,0.31173132026645206
130,0.9553279905016323,2.829647025404803,0.2694259259259259,0.08649427950199401,0.25683544097431066
140,0.9488720688631638,2.7596677158870766,0.24222222222222223,0.06633299013725681,0.22448982606208112
150,0.9459038290293853,2.692152363761182,0.2212222222222222,0.0637127282231935,0.2180447738373831
160,0.9384090234490947,2.629326284153619,0.22331481481481483,0.054791279145706265,0.18146021546252206
170,0.9326951617690713,2.571359201620157,0.2105,0.058167074600279055,0.18064668400071665
180,0.9276491540516478,2.505630168141045,0.21088888888888888,0.042762007572103106,0.17023659163194085
190,0.9202285544672016,2.4386950069848083,0.18501851851851853,0.056515385058223365,0.15380255499140244
200,0.9115464529533994,2.3784237468623433,0.17853703703703705,0.04412466183639647,0.13594152961102587
210,0.9045710893440199,2.3159412320010184,0.18724074074074074,0.058619336202509795,0.1292828628617009
220,0.9008607895517966,2.2711031176187446,0.18107407407407408,0.06990489096460883,0.1357644854580426
230,0.8917334520629276,2.2111627110499104,0.1615185185185185,0.04133392117167974,0.1136478916737373
240,0.8851291184327701,2.160132721977819,0.16103703703703703,0.06038643854559028,0.11594591379492666
250,0.8797120807361236,2.11599004693722,0.1697962962962963,0.06111927925668821,0.10643883337786056
260,0.8706589492430981,2.068906466628667,0.16433333333333333,0.04895091035751517,0.10184988852903853
270,0.8635351736420291,2.028862969921369,0.15905555555555556,0.052774539383563406,0.09597841638910007
280,0.8550014841199156,1.976039256286942,0.15751851851851853,0.03984942646678769,0.08937185390818508
290,0.8480261205105358,1.9269693692913814,0.13992592592592593,0.055347292772861885,0.08719886922518341
300,0.8374888691006217,1.8745238748892836,0.1467037037037037,0.04334484901110864,0.08079063001439657
310,0.8340753932917764,1.8444965737024446,0.13416666666666666,0.03493677209443723,0.07557112330996173
320,0.8253932917779739,1.8113296938197505,0.1418148148148148,0.06434499075823771,0.08178018241367276
330,0.8174532502226162,1.7731670718535117,0.13985185185185184,0.04158778280178305,0.0735980030364676
340,0.8101810626298587,1.732749231642514,0.1383888888888889,0.05867412723847412,0.07290401195296034
350,0.8030572870287902,1.6981018620581032,0.14012962962962963,0.037536537137451156,0.06725768719870477
360,0.7955624814484991,1.666167274705404,0.1337037037037037,0.05494574874109229,0.06786948285560125
370,0.7871772039180747,1.6221058133022106,0.12892592592592592,0.052987924641340736,0.06577338236262638
380,0.7777530424458277,1.5778897994994596,0.1343888888888889,0.04659324201235134,0.06304887706749783
390,0.7745621846245155,1.5647982388417623,0.13083333333333333,0.027065231607941404,0.060819464603588176
400,0.7677352330068259,1.5233823192462392,0.12125925925925926,0.06717974340737769,0.06197835841770804
410,0.7606856634016027,1.50745473482731,0.12785185185185186,0.026382705363443667,0.05532029183469837
420,0.7502226179875346,1.4724707615854524,0.12451851851851851,0.04847821150028176,0.05688879230063329
430,0.7476996141288228,1.4438087507146613,0.12525925925925926,0.038425343438243914,0.05576041926270018
440,0.7381270406648878,1.4157528220788533,0.11903703703703704,0.05267514469022618,0.0553599739765404
450,0.7313000890471975,1.379420391081441,0.1287222222222222,0.04001453589893986,0.05214187201636697
460,0.7230632235084617,1.3636606248080898,0.12322222222222222,0.04230225356329209,0.04972311607898438
470,0.7167557138616825,1.3452927595796902,0.1272222222222222,0.029284039746161613,0.0489200561094597
480,0.7095577322647699,1.3088896240597938,0.12544444444444444,0.042686865346753075,0.04817311485409273
490,0.6991688928465445,1.279695770487606,0.1227037037037037,0.03267555831564845,0.046023860348201856
500,0.6915256752745649,1.257155709433338,0.11266666666666666,0.047185624142715106,0.045920141822053166
510,0.6875927574948084,1.2535874516295316,0.12516666666666668,0.03974798093125741,0.04510546431367719
520,0.6760908281389169,1.2154303828772817,0.11433333333333333,0.04463675075832806,0.04465628521765331
530,0.6763876521222947,1.217470715963033,0.1267962962962963,0.03922094763743116,0.04236580392561152
540,0.667111902641737,1.1845121689845595,0.11837037037037038,0.0507392711094852,0.04500034696354649
550,0.6584298011279341,1.1604932358098146,0.11894444444444445,0.028852872515403555,0.040634546317086295
560,0.6539032353814223,1.1462711076657675,0.11309259259259259,0.05837918547208628,0.043903919195227875
570,0.6447758978925531,1.1235986710009978,0.10888888888888888,0.031703004395630445,0.04073392665395054
580,0.6380231522707063,1.1060932099474332,0.10840740740740741,0.033887446380389645,0.039715232267253334
